year,site,snow,wind,ta_summer,ta_annual,fac,SSP
2086,VIR549,858.8639999999998,5.443976513255468,-0.728989943,-8.492709831,14.147018362818905,3
2086,VIR511,1259.7282000000002,7.677018421041012,-1.949118442,-12.01524195,26.115328965000018,3
2086,VIR624,876.3881999999994,5.763256835747831,-0.588153934,-8.551701346,16.448180878262313,3
2086,VIR50,101.64239999999995,5.08353358,-4.167140142,-21.43003899,13.21682105572879,3
2086,VIR458,714.5681999999999,7.5502882325158485,-1.719187073,-12.54221387,17.723964464999998,3
2086,VIR689,797.9634,8.967344327692143,-3.709243306,-16.65914147,24.316415939999978,3
2086,VIR479,1003.6134000000002,6.812754031154544,-2.435413532,-12.19658355,24.04433175999999,3
2086,VIR607,349.737,9.653759307078412,-4.144326063,-19.05207379,15.63313653172499,3
2086,VIR73,174.56580000000008,5.119686431793706,-3.070388818,-17.40917634,2.5746464611280384,3
2086,VIR84,106.50120000000003,4.991588923208325,-4.119343381,-21.05972858,12.966463544293086,3
2086,VIR509,1209.2723999999994,7.353846798470966,-2.051995402,-11.844234,25.886488845000017,3
2086,VIR228,152.23919999999987,3.760728197,-2.889855249,-18.17652909,15.546225658132768,3
2086,VIR693,952.9794000000002,5.587540781092749,-0.042658172,-5.674099899,2.603190609999998,3
2086,VIR746,879.9000000000001,9.325890962400905,-1.125846973,-10.93343268,10.342218337817105,3
2086,VIR484,1033.6146000000003,7.322087424,-1.953819671,-11.89971793,23.91694011,3
2086,VIR597,870.7074000000005,9.670060998662537,-1.361393307,-10.75089436,18.280800789999986,3
2086,VIR519,1016.8361999999997,5.688876751836255,-0.831807008,-9.308234256,17.89528663999999,3
2086,VIR704,1035.5309999999997,8.159017665,-1.258315175,-11.15213262,18.69518330827145,3
2086,VIR431,425.0453999999998,5.6310573542913644,-2.967276243,-18.84138914,19.62578678,3
2086,VIR199,136.06019999999998,5.659322492915411,-4.200191651,-21.94321946,13.766256925532739,3
2086,VIR522,1166.5997999999997,6.065802577709801,-1.355234768,-9.270933558,22.079124370000002,3
